13.667688	0.683296	0.683296
5.342296	0.760464	0.760464
3.7308588	0.791438	0.791438
2.8176901	0.815645	0.815645
2.247602	0.834208	0.834208
1.8238877	0.837329	0.837329
1.5527755	0.837263	0.837329
1.3205754	0.84463	0.84463
1.1509854	0.848639	0.848639
1.0143172	0.855549	0.855549
0.8997377	0.848046	0.855549
0.8069059	0.859683	0.855549
0.693529	0.86217	0.855549
0.62183195	0.858164	0.855549
0.57085544	0.866837	0.866837
0.5233354	0.860702	0.866837
0.48903105	0.868199	0.866837
0.45115584	0.865637	0.865637
0.37954867	0.863045	0.863045
0.37772086	0.864043	0.863045
0.3332115	0.862606	0.863045
0.3166335	0.866314	0.863045
0.3024584	0.858048	0.863045
0.27982482	0.860979	0.863045
0.28575304	0.871136	0.863045
0.2571122	0.870138	0.863045
0.23731235	0.868458	0.863045
0.23510782	0.875965	0.863045
0.21922724	0.868878	0.863045
0.2274849	0.87017	0.87017
