13.5544195	0.661215	0.661215
5.3091035	0.75151	0.75151
3.7367823	0.799012	0.799012
2.8353598	0.797634	0.797634
2.3008058	0.831571	0.831571
1.8539028	0.833713	0.833713
1.5833509	0.84741	0.84741
1.3365903	0.84342	0.84342
1.1616848	0.840453	0.84342
1.0107008	0.852605	0.852605
0.8846658	0.861395	0.861395
0.7875351	0.853592	0.861395
0.704514	0.860179	0.860179
0.6508398	0.861329	0.860179
0.57649416	0.864574	0.860179
0.5070577	0.867025	0.860179
0.485765	0.863654	0.860179
0.42751068	0.862047	0.860179
0.39335427	0.860411	0.860411
0.3683394	0.857697	0.860411
0.3362478	0.86584	0.860411
0.31536967	0.859492	0.859492
0.30315086	0.864442	0.859492
0.28193364	0.867501	0.859492
0.27047354	0.856532	0.859492
0.25397196	0.869432	0.869432
0.23903382	0.864996	0.869432
0.23019151	0.869554	0.869554
0.21981911	0.87021	0.869554
0.20816503	0.866941	0.869554
