14.193198	0.65834	0.65834
5.5047164	0.754146	0.754146
3.8292708	0.791164	0.791164
2.8862417	0.811721	0.811721
2.2945764	0.821574	0.821574
1.8754883	0.835501	0.835501
1.6085081	0.844669	0.844669
1.3231668	0.846826	0.846826
1.1537114	0.854734	0.854734
1.0271298	0.849614	0.849614
0.8939778	0.848174	0.849614
0.78342813	0.851908	0.849614
0.71408385	0.858365	0.858365
0.6304911	0.856698	0.858365
0.58194774	0.852595	0.858365
0.5164791	0.860909	0.858365
0.45291394	0.861597	0.861597
0.44405696	0.864285	0.861597
0.39100903	0.863856	0.863856
0.3704082	0.855235	0.863856
0.33654717	0.858717	0.863856
0.3093435	0.857891	0.863856
0.2963604	0.865324	0.863856
0.27683514	0.869731	0.863856
0.26879683	0.864544	0.864544
0.2431341	0.865336	0.864544
0.24566332	0.871579	0.864544
0.23804705	0.8634	0.864544
0.21233356	0.873358	0.864544
0.21274754	0.863837	0.864544
