14.722148	0.654574	0.654574
5.6102657	0.753033	0.753033
3.9212446	0.787967	0.787967
2.9701767	0.814021	0.814021
2.350571	0.825344	0.825344
1.9516784	0.834172	0.834172
1.5945778	0.837074	0.837074
1.3849969	0.846045	0.846045
1.1928664	0.851058	0.851058
1.0481956	0.853218	0.851058
0.90526557	0.854055	0.854055
0.8318735	0.858565	0.858565
0.7093432	0.857433	0.857433
0.65046996	0.86272	0.86272
0.5826094	0.865884	0.86272
0.52581424	0.866291	0.866291
0.4680324	0.861405	0.866291
0.43808585	0.867302	0.867302
0.4074271	0.864289	0.867302
0.37772578	0.863672	0.867302
0.34840405	0.871317	0.871317
0.32311392	0.863992	0.871317
0.30579993	0.861163	0.871317
0.285736	0.862829	0.871317
0.25264505	0.869643	0.871317
0.25026467	0.865399	0.871317
0.23477602	0.871958	0.871317
0.23946913	0.865191	0.871317
0.22910905	0.865744	0.871317
0.21049266	0.862681	0.871317
