13.849466	0.673257	0.673257
5.5039916	0.729227	0.729227
3.8729167	0.783805	0.783805
2.893822	0.788497	0.788497
2.3226817	0.823966	0.823966
1.8783084	0.822541	0.822541
1.6119521	0.837694	0.837694
1.3641903	0.845714	0.845714
1.1582998	0.853533	0.853533
1.000315	0.851786	0.851786
0.9011545	0.854566	0.851786
0.7882746	0.859284	0.851786
0.7213654	0.857918	0.857918
0.63981575	0.861942	0.861942
0.57934934	0.86121	0.861942
0.52256364	0.865268	0.861942
0.47439972	0.861193	0.861942
0.429482	0.864104	0.861942
0.38684288	0.860909	0.861942
0.3766825	0.86616	0.861942
0.33509502	0.859952	0.859952
0.3179739	0.863872	0.859952
0.2964797	0.864927	0.864927
0.28572544	0.864906	0.864927
0.25606665	0.86279	0.864927
0.25879502	0.862595	0.864927
0.22135457	0.864969	0.864927
0.22580838	0.864232	0.864927
0.22048715	0.868229	0.864927
0.21166755	0.868888	0.864927
