16.026932	0.63383	0.63383
5.843767	0.735045	0.735045
4.0554166	0.781814	0.781814
3.0767903	0.806634	0.806634
2.4771068	0.824546	0.824546
2.0375447	0.837357	0.837357
1.7300067	0.839907	0.837357
1.4485065	0.842702	0.842702
1.2447784	0.848406	0.848406
1.083168	0.842105	0.848406
0.92686933	0.856044	0.856044
0.83222467	0.858588	0.856044
0.7349184	0.849415	0.856044
0.6612389	0.864153	0.856044
0.5801513	0.853997	0.856044
0.53457797	0.84368	0.856044
0.48731676	0.861515	0.861515
0.43257043	0.863858	0.861515
0.4123019	0.855151	0.855151
0.35897622	0.860503	0.855151
0.3454709	0.86993	0.855151
0.32875776	0.863596	0.855151
0.2944082	0.861453	0.855151
0.2893676	0.868884	0.855151
0.27065557	0.866234	0.866234
0.24098463	0.865679	0.865679
0.24944349	0.864046	0.865679
0.23331611	0.868231	0.865679
0.22358757	0.869687	0.869687
0.21885991	0.872253	0.872253
