13.842223	0.671446	0.671446
5.577283	0.753054	0.753054
3.9163687	0.799062	0.799062
2.9397542	0.807766	0.807766
2.321268	0.831893	0.831893
1.9068166	0.833762	0.833762
1.5967516	0.843854	0.843854
1.35001	0.843734	0.843854
1.1552396	0.850944	0.850944
1.0175927	0.851069	0.851069
0.90782374	0.856775	0.851069
0.79574746	0.857911	0.857911
0.69634116	0.859681	0.857911
0.64801574	0.861447	0.857911
0.57520765	0.861449	0.857911
0.5210048	0.863238	0.857911
0.46393844	0.858254	0.857911
0.43593514	0.858991	0.857911
0.397679	0.859676	0.859676
0.35849783	0.865481	0.865481
0.33545715	0.87249	0.87249
0.3085199	0.864225	0.87249
0.30426738	0.8659	0.87249
0.2770819	0.867156	0.87249
0.27096066	0.864865	0.87249
0.2597958	0.865706	0.87249
0.2332533	0.865424	0.87249
0.22328384	0.863874	0.87249
0.21831012	0.869309	0.869309
0.20948914	0.870425	0.869309
