13.727769	0.667581	0.667581
5.4120393	0.757767	0.757767
3.7783647	0.788405	0.788405
2.8882318	0.807905	0.807905
2.296661	0.826485	0.826485
1.875835	0.837737	0.837737
1.5933751	0.844037	0.844037
1.3517538	0.847292	0.847292
1.1481042	0.852334	0.852334
1.0359439	0.852543	0.852334
0.9063294	0.855277	0.855277
0.7893521	0.85991	0.85991
0.7148698	0.85852	0.85852
0.6311041	0.858224	0.85852
0.58021164	0.85335	0.85852
0.5284503	0.858231	0.85852
0.46578553	0.861358	0.861358
0.4289364	0.865285	0.861358
0.3899236	0.862696	0.862696
0.35984597	0.866079	0.862696
0.3326729	0.860174	0.862696
0.30958346	0.856747	0.856747
0.30259424	0.869179	0.869179
0.27923504	0.866684	0.869179
0.26568907	0.8694	0.869179
0.25101584	0.866887	0.866887
0.24447511	0.871078	0.866887
0.2209207	0.868388	0.866887
0.19911872	0.869055	0.866887
0.21329704	0.869788	0.866887
