13.594353	0.669135	0.669135
5.4549317	0.75338	0.75338
3.7573776	0.784319	0.784319
2.8399599	0.806773	0.806773
2.2572298	0.822957	0.822957
1.9006776	0.817218	0.822957
1.5979764	0.839592	0.839592
1.3414764	0.844065	0.844065
1.1934109	0.850245	0.850245
1.024042	0.853022	0.850245
0.914535	0.853424	0.853424
0.814325	0.848995	0.848995
0.71246386	0.854575	0.854575
0.63522184	0.85287	0.854575
0.5796444	0.859468	0.859468
0.5266235	0.854964	0.854964
0.48484874	0.852525	0.852525
0.4417887	0.859685	0.859685
0.4010703	0.85584	0.859685
0.3624554	0.863896	0.859685
0.33743125	0.863439	0.859685
0.31735563	0.865057	0.865057
0.30770355	0.862162	0.865057
0.28113973	0.854075	0.865057
0.28084707	0.864674	0.865057
0.25442445	0.866539	0.865057
0.24069816	0.865656	0.865656
0.23489442	0.863752	0.863752
0.21618836	0.866029	0.863752
0.20840217	0.866862	0.866862
