0.897610921502	17
0.896928327645	17
0.883959044369	15
0.893515358362	19
0.888395904437	22
0.89385665529	20
0.884982935154	24
0.896245733788	23
0.893174061433	23
0.890102389078	20
0.893174061433	23
0.885324232082	24
0.877133105802	17
0.894880546075	22
0.896245733788	20
0.880204778157	27
0.87747440273	14
0.895563139932	22
0.893515358362	22
0.898976109215	24
0.884982935154	24
0.893515358362	24
0.89590443686	23
0.897269624573	23
0.893174061433	22
0.897269624573	19
0.891467576792	22
0.886689419795	24
0.895221843003	22
0.892491467577	18
0.896245733788	23
0.884982935154	16
0.89385665529	25
0.895563139932	22
0.893174061433	13
0.884641638225	13
0.880546075085	26
0.893515358362	13
0.881911262799	17
0.893174061433	21
0.890443686007	20
0.896587030717	19
0.89180887372	22
0.891126279863	24
0.894197952218	20
0.893174061433	20
0.893515358362	18
0.896587030717	24
0.893515358362	22
0.891126279863	28
